City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,thames,-37.1333,175.5333,14.32,79,11,4.73,NZ,1686542098
84,nouadhibou,20.931,-17.0347,20.98,80,13,8.2,MR,1686542098
85,la foa,-21.7108,165.8276,23.15,52,8,3.95,NC,1686542098
86,kruisfontein,-34.0033,24.7314,9.38,65,93,3.02,ZA,1686542098
87,malango,-2.9627,119.9001,27.95,58,85,2.14,ID,1686542098
88,georgetown,5.4112,100.3354,31.97,66,40,6.69,MY,1686542098
89,punta arenas,-53.15,-70.9167,5.06,81,20,15.95,CL,1686542080
90,kantang,7.4054,99.5156,33.32,99,100,1.4,TH,1686542098
91,ikryanoye,46.0932,47.7308,23.99,38,77,2.38,RU,1686542098
92,atafu village,-8.5421,-172.5159,28.87,76,71,5.53,TK,1686542098
93,malabar,-33.9667,151.25,22.24,56,75,1.54,AU,1686542099
94,vorgashor,67.5833,63.95,3.36,57,95,7.89,RU,1686542099
95,namibe,-15.1961,12.1522,17.53,72,2,4.1,AO,1686542100
96,vilyuchinsk,52.9306,158.4028,23.15,52,87,1.49,RU,1686542100
97,petropavlovsk-kamchatsky,53.0452,158.6483,22.33,31,20,7.0,RU,1686542100
98,mikuni,36.2171,136.1519,22.95,87,100,1.2,JP,1686542100
99,acapulco de juarez,16.8634,-99.8901,27.79,77,73,0.87,MX,1686541991
100,leava,-14.3,-178.1667,27.49,80,72,8.58,WF,1686542100
101,shemgang,27.2169,90.6579,19.84,85,45,2.21,BT,1686542100
102,axim,4.8699,-2.2405,25.32,72,89,3.51,GH,1686542100
103,shumikha,55.2261,63.2961,11.41,46,53,4.26,RU,1686542100
104,polyarnyy,69.1989,33.4478,7.73,79,100,4.92,RU,1686542101
105,amble,55.3333,-1.5833,14.57,97,75,1.03,GB,1686542101
106,besskorbnaya,44.6447,41.311,19.06,87,49,3.05,RU,1686542101
107,alvaraes,-3.2208,-64.8042,23.03,96,19,1.15,BR,1686542101
108,egersund,58.4513,5.9997,17.83,57,98,5.59,NO,1686542101
109,caribou,46.8606,-68.012,14.46,82,0,2.06,US,1686542101
110,chonchi,-42.6128,-73.8092,5.62,91,32,1.91,CL,1686542101
111,argo,37.6333,22.7333,18.21,76,0,1.18,GR,1686542101
112,tolanaro,-25.0319,46.9987,17.04,94,20,0.0,MG,1686542102
113,hawaiian paradise park,19.5933,-154.9731,27.73,71,0,3.09,US,1686542102
114,hermanus,-34.4187,19.2345,13.78,76,30,9.0,ZA,1686542102
115,fortuna,40.5982,-124.1573,13.29,90,61,0.45,US,1686542102
116,arawa,-6.2132,155.5367,30.48,67,31,2.17,PG,1686542102
117,vorontsovka,50.6132,40.3549,11.21,91,96,8.1,RU,1686542102
118,kalmunai,7.4167,81.8167,31.19,59,93,0.45,LK,1686542102
119,noosa heads,-26.3833,153.15,20.06,85,15,2.85,AU,1686542103
120,northam,51.0333,-4.2167,15.34,95,78,2.27,GB,1686541986
121,ishigaki,24.3448,124.1572,28.07,89,75,4.12,JP,1686541864
122,emerald,-23.5333,148.1667,25.75,40,27,2.36,AU,1686542103
123,alice springs,-23.7,133.8833,25.12,21,75,3.6,AU,1686542103
124,invercargill,-46.4,168.35,9.96,84,97,4.84,NZ,1686541843
125,thurso,58.5927,-3.5259,12.14,93,31,1.62,GB,1686542103
126,banaz,38.7371,29.7519,12.73,79,94,1.86,TR,1686542103
127,udachny,66.4167,112.4,6.36,70,26,5.89,RU,1686542103
128,choma,-16.8065,26.9531,13.74,50,1,2.17,ZM,1686542103
129,singleton,-32.5667,151.1833,22.18,53,61,2.94,AU,1686542104
130,popilnia,49.9665,29.4435,9.84,88,100,4.35,UA,1686542104
131,filey,54.21,-0.2892,14.88,91,89,3.06,GB,1686542104
132,danielskuil,-28.1887,23.5395,7.1,46,59,4.08,ZA,1686542104
133,isafjordur,66.0755,-23.124,7.43,79,94,6.64,IS,1686542104
134,chieti,42.3609,14.138,20.68,83,5,2.06,IT,1686542104
135,coquimbo,-29.9533,-71.3436,9.85,87,0,1.03,CL,1686542104
136,east london,-33.0153,27.9116,17.52,34,0,5.66,ZA,1686542104
137,mugia,43.1041,-9.2179,16.76,90,100,3.37,ES,1686542104
138,carnarvon,-24.8667,113.6333,18.9,42,0,8.1,AU,1686542105
139,barra do garcas,-15.89,-52.2567,22.4,60,0,0.72,BR,1686542105
140,isla del bosque,22.7333,-105.85,25.49,79,11,1.44,MX,1686542105
141,hajduboszormeny,47.6667,21.5167,14.85,78,4,6.83,HU,1686542105
142,aljezur,37.3191,-8.8033,16.97,93,15,0.45,PT,1686542105
143,kristiansund,63.1115,7.732,12.36,76,75,0.51,NO,1686542105
144,pimentel,-6.8367,-79.9342,23.16,73,0,8.75,PE,1686542105
145,tamanrasset,22.785,5.5228,21.95,53,40,2.57,DZ,1686542105
146,berezovyy,51.6667,135.7,17.86,63,92,2.88,RU,1686542106
147,nova vicosa,-17.8919,-39.3719,22.8,88,14,4.35,BR,1686542106
148,beyneu,45.3167,55.2,29.3,19,49,7.49,KZ,1686542106
149,al kharijah,25.4514,30.5464,28.31,29,0,1.63,EG,1686542106
150,dedza,-14.3779,34.3332,11.0,59,2,0.95,MW,1686541944
151,kayangel,8.0823,134.7173,28.69,79,22,4.83,PW,1686542106
152,kodiak,57.79,-152.4072,9.73,66,100,5.14,US,1686542106
153,college,64.8569,-147.8028,19.18,41,40,3.09,US,1686542106
154,lesnoy,57.6198,63.0784,9.64,44,0,4.45,RU,1686542106
155,mhasvad,17.6333,74.7833,29.2,52,4,8.79,IN,1686542106
156,las tablas,7.7667,-80.2833,26.76,99,78,1.44,PA,1686542107
157,suzemka,52.3178,34.0689,11.03,68,91,6.75,RU,1686542107
158,tazovsky,67.4667,78.7,7.92,78,34,5.34,RU,1686542107
159,bixby,35.942,-95.8833,21.53,73,0,4.63,US,1686541944
160,waingapu,-9.6567,120.2641,28.84,56,100,8.16,ID,1686542107
161,qarshi,38.8667,65.8,28.9,34,0,4.12,UZ,1686542107
162,nemuro,43.3236,145.575,13.46,94,100,6.03,JP,1686542107
163,puerto baquerizo moreno,-0.9,-89.6,25.86,75,87,6.53,EC,1686542107
164,port lincoln,-34.7333,135.8667,17.15,62,82,9.53,AU,1686542108
165,gamay,12.3854,125.2979,33.42,55,100,2.17,PH,1686542108
166,thinadhoo,0.5333,72.9333,28.97,74,92,5.32,MV,1686542108
167,namsos,64.4662,11.4957,13.03,93,20,1.03,NO,1686542108
168,alesund,62.4723,6.1549,15.61,67,0,3.6,NO,1686542108
169,colonia menno,-22.3667,-59.8167,10.79,72,100,4.99,PY,1686542108
170,jennings,38.7192,-90.2604,18.41,75,100,7.2,US,1686542108
171,st. john's,47.5649,-52.7093,6.55,95,100,13.38,CA,1686542108
172,gobabis,-22.45,18.9667,9.57,41,0,6.13,,1686542109
173,dhanwar,24.4167,85.9833,38.65,20,58,1.9,IN,1686542109
174,jamestown,42.097,-79.2353,17.23,93,100,2.06,US,1686542015
175,longyearbyen,78.2186,15.6401,2.91,70,75,6.17,SJ,1686542109
176,tura,25.5198,90.2201,30.54,62,100,2.17,IN,1686542109
177,kamyshlov,56.8428,62.7111,9.8,46,2,4.16,RU,1686542109
178,ta`u,-14.2336,-169.5144,27.68,79,21,7.12,AS,1686542109
179,talnakh,69.4865,88.3972,7.34,74,100,10.6,RU,1686542035
180,ola,59.5833,151.2833,17.86,88,98,4.69,RU,1686542109
181,kabompo,-13.5927,24.2008,11.39,63,0,1.37,ZM,1686542109
182,beruniy,41.6911,60.7525,26.98,28,0,5.14,UZ,1686542109
183,ancud,-41.8697,-73.8203,6.26,81,25,2.47,CL,1686542110
184,friedland,51.4167,9.9333,14.76,76,26,1.28,DE,1686542110
185,sao tome,0.3365,6.7273,24.96,84,91,3.8,ST,1686542110
186,igarka,67.4667,86.5833,7.7,93,100,10.31,RU,1686542110
187,al bardiyah,31.7561,25.0865,20.87,76,15,3.4,LY,1686542110
188,iqaluit,63.7506,-68.5145,-0.15,69,75,8.75,CA,1686542110
189,susuman,62.7833,148.1667,24.52,30,100,8.02,RU,1686542110
190,shitanjing,39.2342,106.3439,25.52,18,22,4.59,CN,1686542110
191,beneditinos,-5.45,-42.3667,25.8,63,95,1.7,BR,1686542110
192,lebu,-37.6167,-73.65,7.94,79,12,6.9,CL,1686542110
193,almazan,41.4865,-2.5309,10.28,84,83,0.87,ES,1686542111
194,garachico,28.7781,-17.7646,20.06,78,0,1.54,ES,1686542111
195,talara,-4.5772,-81.2719,24.05,82,7,7.89,PE,1686542111
196,badger,64.8,-147.5333,19.14,41,75,3.09,US,1686542111
197,viransehir,37.2353,39.7631,25.75,39,7,1.68,TR,1686542111
198,glace bay,46.1969,-59.957,11.55,92,75,4.63,CA,1686542111
199,trevelin,-43.0858,-71.4639,-0.29,89,75,1.12,AR,1686542111
200,chernyshevskiy,63.0128,112.4714,9.71,39,100,3.22,RU,1686542111
201,alo,7.4178,6.7371,22.81,99,100,0.56,NG,1686542111
202,whitehaven,54.549,-3.5841,15.92,88,88,0.89,GB,1686542111
203,geraldton,-28.7667,114.6,18.23,59,75,4.63,AU,1686542112
204,big spring,32.2504,-101.4787,29.25,49,0,5.66,US,1686541815
205,nagqu,31.5,92.0,11.52,39,78,3.66,CN,1686542112
206,hinton,53.4001,-117.5857,14.95,77,96,1.04,CA,1686542112
207,turinsk,58.0458,63.696,9.29,48,2,5.1,RU,1686542112
208,aasiaat,68.7098,-52.8699,0.62,98,100,2.88,GL,1686542112
209,bonthe,7.5264,-12.505,24.84,89,98,1.44,SL,1686542112
210,itaituba,-4.2761,-55.9836,23.52,94,66,0.4,BR,1686542112
211,acarau,-2.8856,-40.12,24.77,88,0,5.06,BR,1686542112
212,dunedin,-45.8742,170.5036,12.67,62,100,1.64,NZ,1686542112
213,port mathurin,-19.6833,63.4167,24.97,72,8,8.21,MU,1686542113
214,westport,41.1415,-73.3579,20.42,82,0,1.54,US,1686542113
215,la mira,18.035,-102.3266,25.79,82,5,1.43,MX,1686542113
216,ust'-uda,54.1742,103.0304,11.87,88,100,2.15,RU,1686542113
217,sitka,57.0531,-135.33,10.94,87,100,6.69,US,1686542113
218,san antonio de pale,-1.4014,5.6325,24.75,86,100,5.89,GQ,1686542113
219,sangkhla buri,15.1555,98.4536,25.52,92,100,1.03,TH,1686542113
220,mari-turek,56.7895,49.6235,10.25,57,3,2.17,RU,1686542113
221,san patricio,28.017,-97.5169,28.92,86,0,6.22,US,1686542113
222,kudahuvadhoo,2.6708,72.8944,28.92,76,50,7.33,MV,1686542114
223,sibsagar,26.9833,94.6333,25.3,89,98,3.2,IN,1686542114
224,samara,53.0,50.0,12.24,57,100,7.27,RU,1686542114
225,gilgit,35.9221,74.3087,26.44,26,71,0.79,PK,1686542114
226,vila franca do campo,37.7167,-25.4333,18.23,85,99,2.99,PT,1686542114
227,carutapera,-1.195,-46.02,23.66,94,34,2.41,BR,1686541931
228,badiyah,22.45,58.8,35.11,27,84,0.82,OM,1686542114
229,yemetsk,63.4721,41.7941,13.92,55,86,3.13,RU,1686542114
230,magadan,59.5667,150.8,17.52,85,91,3.67,RU,1686542114
231,velikiye luki,56.34,30.5452,9.9,57,0,3.02,RU,1686542114
232,abdulino,53.7,53.6667,11.56,55,100,6.98,RU,1686542114
233,pisco,-13.7,-76.2167,17.79,82,35,2.57,PE,1686542064
234,saurimo,-9.6608,20.3916,15.49,47,68,1.61,AO,1686542115
235,dickinson,29.4608,-95.0513,28.4,87,75,3.09,US,1686542115
236,at-bashi,41.1702,75.8106,21.44,40,80,0.37,KG,1686542115
237,fort st. john,56.2499,-120.8529,20.94,35,75,5.14,CA,1686542115
238,nar'yan-mar,67.6713,53.087,5.7,52,62,1.68,RU,1686542115
239,dogonbadan,30.3586,50.7981,27.05,29,0,0.0,IR,1686542115
240,eydhafushi,5.1033,73.0708,28.92,78,60,8.07,MV,1686542115
241,borodino,55.9106,94.8983,15.23,51,100,7.27,RU,1686542115
242,mount gambier,-37.8333,140.7667,15.85,55,32,5.35,AU,1686542115
243,tyup,42.7276,78.3648,22.71,49,95,1.23,KG,1686542115
244,labrador city,52.9463,-66.9114,13.95,77,75,3.6,CA,1686542083
245,chyorny yar,48.0624,46.1091,25.41,39,99,3.48,RU,1686542116
246,palmer,42.1584,-72.3287,18.78,71,0,1.54,US,1686542116
247,bereeda,11.8704,51.0579,32.29,54,100,1.92,SO,1686542116
248,mo i rana,66.3128,14.1428,10.74,94,100,2.24,NO,1686542116
249,san luis,-33.295,-66.3356,2.72,45,0,0.35,AR,1686542116
250,jiagedaqi,50.4167,124.1167,28.05,35,29,1.47,CN,1686542116
251,saldanha,-33.0117,17.9442,13.03,82,1,5.63,ZA,1686542089
252,puerto lempira,15.2667,-83.7667,27.49,85,73,2.83,HN,1686542116
253,sanchor,24.7553,71.7722,34.71,40,18,6.68,IN,1686542118
254,los llanos de aridane,28.6585,-17.9182,19.86,86,0,3.58,ES,1686542118
255,isangel,-19.55,169.2667,25.06,69,100,2.06,VU,1686542118
256,jackson,42.4165,-122.8345,28.93,21,0,5.14,US,1686542118
257,ulladulla,-35.35,150.4667,19.33,37,100,2.35,AU,1686542118
258,melfort,52.8667,-104.6177,21.07,46,75,2.57,CA,1686541819
259,simanggang,1.2472,111.4528,27.99,83,40,2.57,MY,1686542118
260,tuburan,6.6439,122.2736,32.05,70,66,3.26,PH,1686542118
261,sola,-13.8833,167.55,29.37,74,40,4.12,VU,1686542118
262,tabuk,17.4189,121.4443,29.71,65,100,2.16,PH,1686542119
263,guerrero negro,27.9769,-114.0611,17.08,76,0,6.07,MX,1686542119
264,cabedelo,-6.9811,-34.8339,23.37,89,29,4.16,BR,1686542119
265,bontang,0.1333,117.5,28.55,78,99,1.39,ID,1686542119
266,arys,42.4252,68.795,32.36,22,98,5.78,KZ,1686542119
267,mont-dore,-22.2833,166.5833,24.99,99,71,5.13,NC,1686542119
268,loyew,51.9458,30.7953,10.71,87,100,6.33,BY,1686542119
269,dudinka,69.4058,86.1778,7.57,76,100,10.27,RU,1686542119
270,soe,-9.8607,124.284,25.63,44,27,4.37,ID,1686542119
271,olinda,-8.0089,-34.8553,23.85,94,75,1.03,BR,1686542119
272,matthew town,20.95,-73.6667,27.8,84,17,5.52,BS,1686542119
273,lengshuitan,26.4111,111.5956,31.13,53,95,2.35,CN,1686542120
274,bom jesus do galho,-19.8289,-42.3161,15.33,71,56,1.06,BR,1686542120
275,jalai nur,49.45,117.7,26.5,30,6,1.73,CN,1686542120
276,lihue,21.9789,-159.3672,26.77,74,75,6.69,US,1686542099
277,arvayheer,46.2639,102.775,22.37,26,94,2.93,MN,1686542120
278,totness,5.8833,-56.3167,25.4,87,18,3.52,SR,1686542120
279,yuzhno-kurilsk,44.0306,145.8556,14.32,89,99,4.7,RU,1686542120
280,akureyri,65.6835,-18.0878,8.96,57,0,11.32,IS,1686542120
281,sao gabriel da cachoeira,-0.1303,-67.0892,22.68,98,95,0.35,BR,1686542120
282,santa cruz,-17.8,-63.1667,11.7,94,100,6.17,BO,1686542120
283,luderitz,-26.6481,15.1594,14.68,77,100,1.54,,1686542121
284,kamloops,50.6665,-120.3192,24.55,38,20,5.14,CA,1686541977
285,ciudad bolivar,8.1222,-63.5497,26.19,83,96,5.34,VE,1686542075
286,mahibadhoo,3.7833,72.9667,28.85,77,63,7.76,MV,1686542121
287,abepura,-2.6333,140.5833,30.45,62,20,2.57,ID,1686542121
288,wabag,-5.4781,143.7021,16.46,96,91,1.14,PG,1686542121
289,izyaslav,50.1195,26.8213,8.44,94,100,4.09,UA,1686542121
290,happy valley-goose bay,53.3168,-60.3315,9.17,76,20,2.06,CA,1686542121
291,saipan,15.1355,145.701,31.39,100,40,5.36,MP,1686542121
292,adrar,20.5022,-10.0711,26.65,24,10,4.89,MR,1686542121
293,makary,12.5717,14.4666,29.14,57,97,2.43,CM,1686542121
294,camrose,53.0168,-112.8353,20.74,59,65,3.57,CA,1686542122
295,pangody,65.85,74.4859,8.17,71,100,4.72,RU,1686542122
296,altay,47.8667,88.1167,18.36,73,100,2.91,CN,1686542122
297,montecristo,8.2971,-74.4733,24.38,99,83,0.98,CO,1686542122
298,tazacorte,28.629,-17.9293,21.54,86,0,3.58,ES,1686542122
299,tisul',55.7611,88.3122,18.14,44,0,3.74,RU,1686542122
300,usogorsk,63.4106,48.6872,10.85,56,41,2.13,RU,1686542122
301,margherita,27.2833,95.6833,23.65,98,99,0.98,IN,1686542122
302,warri,5.5167,5.75,23.56,94,99,1.13,NG,1686542122
303,mary,37.0,62.5,32.77,9,0,3.6,TM,1686542122
304,shingu,33.7333,135.9833,21.6,97,100,2.45,JP,1686542123
305,mazabuka,-15.856,27.748,14.19,55,0,2.29,ZM,1686542123
306,wokha,26.1,94.2667,20.35,86,37,1.24,IN,1686542123
307,lerwick,60.1545,-1.1494,11.0,97,69,2.88,GB,1686542123
308,ventspils,57.3894,21.5606,4.96,100,0,0.0,LV,1686542123
309,kavaratti,10.5669,72.642,29.5,76,95,9.63,IN,1686542123
310,selfoss,63.9331,-20.9971,7.8,77,100,3.52,IS,1686542123
311,mweka,-4.85,21.5667,20.6,84,93,0.85,CD,1686542123
312,fort mcmurray,56.7268,-111.381,23.77,43,0,2.06,CA,1686542123
313,uliastay,47.7417,96.8444,28.01,21,29,5.24,MN,1686542123
314,jaca,42.569,-0.5499,10.62,94,61,0.94,ES,1686542123
315,murzuq,25.9155,13.9184,28.52,19,2,6.06,LY,1686542124
316,broome,42.2506,-75.833,21.22,66,100,0.45,US,1686542124
317,la passe,45.5549,-0.8967,18.13,87,39,2.16,FR,1686542124
318,mariehamn,60.0973,19.9348,11.92,82,0,2.06,AX,1686542124
319,gushu,31.5598,118.4829,27.99,42,99,4.72,CN,1686542124
320,gondia,21.45,80.2,38.67,26,28,4.16,IN,1686542124
321,mili,6.0815,171.735,28.34,76,92,8.18,MH,1686542124
322,rio grande,-32.035,-52.0986,8.62,75,4,5.3,BR,1686542124
323,richards bay,-28.783,32.0377,13.47,44,0,2.28,ZA,1686542124
324,tadine,-21.55,167.8833,22.58,53,69,5.57,NC,1686542124
325,lorengau,-2.0226,147.2712,28.59,80,47,3.7,PG,1686542124
326,terme,41.2092,36.9739,18.96,94,97,1.24,TR,1686542125
327,rongelap,11.1635,166.8941,27.87,79,93,7.55,MH,1686542125
328,yantongshan,43.2919,126.0094,21.14,61,91,3.24,CN,1686542125
329,miramichi,47.0043,-65.4654,12.82,81,5,2.67,CA,1686542125
330,betio village,1.358,172.9211,30.02,77,69,4.4,KI,1686542125
331,hamilton,39.1834,-84.5333,17.69,94,100,6.17,US,1686542060
332,hoemul-li,41.4339,129.67,18.08,77,56,2.81,KP,1686542125
333,sandnessjoen,66.0217,12.6316,13.14,67,75,8.75,NO,1686542125
334,ploudalmezeau,48.5333,-4.65,13.21,94,100,2.57,FR,1686542125
335,elliot,-31.3333,27.85,9.75,28,30,4.57,ZA,1686542125
336,gisborne,-38.6533,178.0042,12.81,83,98,6.27,NZ,1686542125
337,aegina,37.7467,23.4275,23.44,78,26,3.24,GR,1686542126
338,el granada,37.5027,-122.4694,17.48,86,100,5.14,US,1686542126
339,pacific grove,36.6177,-121.9166,14.63,85,100,5.14,US,1686542126
340,oeiras do para,-2.0031,-49.8544,23.93,91,76,1.0,BR,1686542126
341,newman,37.3138,-121.0208,24.19,63,84,3.83,US,1686541923
342,nieuw amsterdam,5.8833,-55.0833,25.57,91,89,3.01,SR,1686542126
343,coahuayana de hidalgo,18.7,-103.6583,25.82,84,6,0.74,MX,1686542126
344,khvansar,33.2205,50.315,20.88,28,0,2.11,IR,1686542126
345,lalian,31.8241,72.7997,38.24,26,0,2.64,PK,1686542126
346,truro,50.2653,-5.0544,15.42,100,75,2.06,GB,1686542126
347,guercif,34.2257,-3.3536,22.38,57,6,1.58,MA,1686542126
348,cockburn town,21.4612,-71.1419,27.8,86,2,9.0,TC,1686542041
349,al bawiti,28.3492,28.8659,25.42,36,1,2.17,EG,1686542127
350,enewetak,11.3474,162.3373,28.04,82,96,8.42,MH,1686542127
351,flying fish cove,-10.4217,105.6791,26.82,89,100,5.66,CX,1686542127
352,bellefonte,40.9134,-77.7783,24.93,55,100,2.68,US,1686541978
353,mirny,62.5353,113.9611,7.91,49,94,4.02,RU,1686542127
354,porbandar,21.6422,69.6093,29.97,72,97,14.28,IN,1686542127
355,yanchep,-31.55,115.6833,18.67,60,87,3.77,AU,1686542127
356,quellon,-43.1167,-73.6167,4.14,93,0,1.54,CL,1686542127
357,vrangel',42.7297,133.0839,15.06,90,100,3.58,RU,1686542128
358,kapa'a,22.0752,-159.319,27.18,79,75,6.69,US,1686542128
359,dinguiraye,11.3,-10.7167,23.19,79,100,2.29,GN,1686542128
360,afua,-0.1567,-50.3867,23.9,95,14,2.19,BR,1686542128
361,beldanga,23.9333,88.25,34.91,54,99,4.31,IN,1686542128
362,tatabanya,47.5849,18.3932,15.94,85,2,1.7,HU,1686542128
363,dwarka,22.2394,68.9678,30.95,64,92,14.89,IN,1686542128
364,keflavik,64.0049,-22.5624,7.95,87,100,5.66,IS,1686542128
365,guatrache,-37.6678,-63.5302,2.06,50,0,3.12,AR,1686542128
366,maceio,-9.6658,-35.7353,23.69,100,40,1.03,BR,1686542128
367,qaqortoq,60.7167,-46.0333,3.76,83,4,1.68,GL,1686542129
